target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[CC@@H](C)c1ccccc1,CC[C[C@@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.08014672994613647,-0.00500917062163353,16
CCc1ccc([C@H]2COC(=O)N2)cc1,CCc1ccc([C@@H]2COC(=O)N2)cc1,CCc1ccc([C@H]2COC(=O)N2)cc1,CCc1ccc([C@@H]2COC(=O)O2)cc1,CCc1ccc([C@@H]2CCOC(=O)N2)cc1,CCc1ccc([CH]2COC(=O)N2)cc1,2,-2.084958791732788,-0.08687328547239304,24
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
C1CCC(NC2CCCCC2)CC1.C[C@@H](CO)C(=O)O,C1CCC(NC2CCCCC2)CC1.C[C@@H](CO)C(=O)O,C1CCC(NC2CCCCC2)CC1.C[C@H](CO)C(=O)O,C1CCC(NC2CCCCC2)CC1.C=C(CO)C(=O)O,C1CCC(NC2CCCCC2)cc1.C[C@@H](CO)C(=O)O,C1CCC(NC2CCCCC2)CC1].C[C@@H](CO)C(=O)O,1,-0.014073750004172325,-0.00045399193186312914,31
CCOC(=O)[C@@H](NC(C)=O)[C@H](OC(C)=O)c1ccc(OC)cc1,CCOC(=O)[C@@H](NC(C)=O)[C@H](OC(C)=O)c1ccc(OC)cc1,CCOC(=O)[C@H](NC(C)=O)[C@H](OC(C)=O)c1ccc(OC)cc1,CCOC(=O)[C@@H](NC(C)=O)[C@@H](OC(C)=O)c1ccc(OC)cc1,CCOC(=O)[C@H](NC(C)=O)[C@@H](OC(C)=O)c1ccc(OC)cc1,CCOC(=O)[C@@H](NC(C)=O)[C@H](OC(C)=O])c1ccc(OC)cc1,1,-0.006522243842482567,-0.00016305610188283026,40
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[CH](C)c1ccc(OC)cc1,1,-0.0840124562382698,-0.004421708174049854,19
CC[C@@H](c1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[Si](C)(C)C,CC[C@@H](c1ccccc1)[Si](C)(C)C,C[C@H](c1ccccc1)[Si](C)(C)C,CC[C]Oc1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[SI](C)(C)C,2,-3.2267396450042725,-0.14029303193092346,23
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@@H](C)Cc2ccccc2)cc1,CC[CO)c1ccc([C@H](C)Cc2ccccc2)cc1,CC[C]Oc1ccc([C@@H](C)Cc2ccccc2)cc1,1,-0.6909263134002686,-0.03636454418301582,19
COCC[C@@H](NC(C)=O)C(=O)OC,COCC[C@@H](NC(C)=O)C(=O)OC,COCC[C@H](NC(C)=O)C(=O)OC,COCC[C[C@@H](NC(C)=O)C(=O)OC,COCC[CC@@H](NC(C)=O)C(=O)OC,COCC[C]@@H](NC(C)=O)C(=O)OC,1,-0.031221922487020493,-0.001419178326614201,22
CC(=O)N[C@@H](C)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,CC(=O)N[C@H](C)C(C)(C)C,CC[C@@H](NC(C)=O)C(C)(C)C,CC[C@H](NC(C)=O)C(C)(C)C,CC(=O)N[C[C@@H](C)C(C)(C)C,1,-0.3794334828853607,-0.017246976494789124,22
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
